,Location,X,Y
506,"17, Near BDA Complex, 25th Cross Road, 21st Main, 2nd Stage, Banashankari, Bangalore",12.923991,77.5620735
507,"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore",12.9268327,77.5817013
508,"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",12.9327285,77.5825171
509,"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",12.9274972,77.574983
510,"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",12.9471824,77.5667187
511,"16, 5th B Main, KR Road, Jayanagar, Bangalore",12.9337749,77.5723473
512,"Near National College, 7th Block, Jayanagar, Bangalore",12.936319,77.5672912
513,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",12.9289405,77.5906518
514,"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore",12.9580539,77.5320366
515,"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",12.9396119,77.5753593
516,"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore",12.9251438,77.5745397
517,"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore",12.9061751,77.5659803
518,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",12.9257671,77.5621308
519,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",12.9307373,77.5673591
520,"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore",12.9309531,77.5741073
521,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",12.9265163,77.5463768
522,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",12.9259594,77.5621822
523,"44/1, Bull Temple Road, Basavanagudi, Bangalore",12.9448638,77.5658389
524,"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore",12.9102353,77.5401216
525,"9A Main Road, 3rd Block, Jayanagar, Bangalore",12.9262927,77.5827282
526,"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",12.9328795,77.5651483
527,"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore",12.9310736,77.5808916
528,"54, Bull Temple Road, Basavanagudi, Bangalore",12.9434237,77.5655781
529,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",12.9387967,77.549853
530,"525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore",12.9261195,77.5824422
531,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore",12.9281843,77.549535
532,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",12.9348707,77.5449275
533,"241, 100 Feet Road, Opposite Eshwari Theater, 3rd stage, Banashankari, Bangalore",12.9238164,77.551268
534,"173, Shop 4, Ground Floor, Teachers Colony, First stage, D.S.I College Main Road, Kumaraswamy Layout, Bangalore",12.9148657,77.5654885
535,"642, 14th Main, Kumaraswamy Layout, Bangalore",12.9071312,77.5613081
536,"1061, Gowrisutha, 50 Feet Rd, 1st Stage, Kumaraswamy Layout, Bangalore",12.9072062,77.5578266
537,"201, 4th Main Road, Next to National Lassi Bar, Chamrajapet, Basavanagudi, Bangalore",12.9526389,77.5419177
538,"1771, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",12.9071026,77.561462
539,"75, Kanakapura Road, Vasavi Circle, V.V Puram, Basavanagudi, Bangalore",12.9481404,77.5743818
540,"6/1, Anjaneya Nagar, 100ft Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore",12.9818794,77.5938147
541,"1080, Near Niligiris, Kumaraswamy Layout, Bangalore",12.9081096,77.5587675
542,"1554, 11th Cross, 1st Stage, Kumarswamy Layout, Near Sagar Hospital, Kumaraswamy Layout, Bangalore",12.9079569,77.5629237
543,"Sri Ganesh Fast Food. Opposite Goli ,Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",12.9083895,77.5629121
544,"Fresh Menu, Stavyah Arcade #10, 3rd floor 9th Main, Opp to Daily Bread, Yarab Nagar Main Rd, Banashankari Stage II, Bengaluru- 560070.",12.9201702,77.5671147
545,"954, 2nd Floor, 24th Main, 2nd Phase, Opposite LIC Building, JP Nagar, Bangalore",12.9121562,77.5836093
546,"616/2, 31st Cross, 10th A Main Road, 4th Block, Jayanagar, Bangalore",12.9289774,77.5838161
547,"24, 8th C Main, Behind Post Office, 4th Block, Jayanagar, Bangalore",12.9302965,77.580909
548,"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",12.9257266,77.5715501
549,"2, Medical College East Main Road, Kalasipalyam, Behind Bangalore Medical College, City Market, Bangalore",12.9587957,77.5733138
550,"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",12.9312174,77.5649447
551,"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore",12.9407518,77.5431284
552,"32/2, DVG Road, Basavanagudi, Karnataka, Bangalore",12.9460685,77.5692593
553,"3/1, Bugle Rock Road, Gandhi Bazaar, Basavanagudi",12.9436665,77.5687918
554,"5 Zaina Towers, 9th Main Yarab Nagar Main Road Banashankari, Bangalore",12.9219089,77.5676647
555,"Shop 97, 22nd Main Road, Near Banashankari BDA complex, Banashankari Stage II, Banashankari, Bangalore",12.9265583,77.561772
556,"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore",12.9327967,77.5832903
557,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",12.9516502,77.5730118
558,"169, Subbarama Chetty Rd, NR Colony, Basavanagudi, Bangalore",12.9398196,77.5704987
559,"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore",12.9324173,77.5841499
560,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.9243597,77.5633817
561,"126/3, Uttarahalli Main Road, Sarvabouma Nagar, Chikkalasandra, Uttarahalli, Bangalore",12.9109922,77.5490692
562,"Bengaluru, Jayanagar, Bangalore",12.9292535,77.5696024
563,"8, 1st Cross Road, Teachers Colony, Kumaraswamy Layout, Bangalore",12.8980104,77.5688712
564,"Next to Bhagwan Mahavir Jain College, V V Puram, Basavanagudi, Bangalore",12.9496874,77.5730778
565,"166/A 2nd Floor, R.V Road, Above DTDC Office, V.V Puram, Near Minerva Circle, Basavanagudi, Bangalore",12.9534212,77.577915
566,"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore",12.9279156,77.576001
567,"523, 33rd Cross, Jayanagar, Bangalore",12.9265022,77.582433
568,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",12.9269209,77.5623145
569,"Near Dayananda Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore",12.9078748,77.560393
570,"406, 2nd Cross, Vidyapeeta Layout, Banashankri, Bangalore",12.9335909,77.5593766
571,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",13.0277834,77.6302547
572,"266/B, 7th Block, Jayanagar, Bangalore",12.9241644,77.5748586
573,"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",12.9262617,77.5797182
574,"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore",12.9052006,77.5606596
575,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore",12.9483645,77.5664705
576,"89, Behind Venkateshwara Bar, Near PES College, 1st Stage, Banashankari, Bangalore",12.9401892,77.551158
577,"1, Monotype, 2nd Stage, Banashankari, Bangalore",12.9214217,77.5688372
578,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",12.9458455,77.5684812
579,"160, Gandhi Bazar Main Road, Basavanagudi, Bangalore",12.9455327,77.5689537
580,"43, BDA Complex, 2nd Stage, Banashankari, Bangalore",12.9248825,77.5624106
581,"57/18, 12th Main, Opposite PES College, Banashankari, Bangalore",12.9419823,77.5521371
582,"79, 21st Main, 2nd Stage, Banashankari, Bangalore",12.9251778,77.5599501
583,"70, 21st Main, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",12.9261484,77.5623048
584,"Shop 58, 50 Feet Road, Opposite to Kathriguppe Water Tank, 1st Block, 3rd Stage, 1st Block, Banashankari, Bangalore",12.9302058,77.5445979
585,"11/2, 50 Feet Road, Muneshwara Block, Near Girinagar, Banashankari, Bangalore",12.9419258,77.5500692
586,"294, 100 Feet Road, Next to Mane Thindi Hotel, Near Deve Gowda Petrol Bunk, 3rd Stage, Banashankri, Bangalore",12.9228881,77.5541408
587,"24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",12.9234816,77.5680326
588,"18/22, 22nd Main, 80 Feet Road, Hanumanth Nagar, 3rd Stage, Banashankari, Bangalore",12.9391209,77.5509865
589,"115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore",12.9461133,77.5680768
590,"74, Shankar Market, Vanivillas Road, Basavanagudi, Bangalore",12.9479645,77.5677422
591,"125, 1st Floor, Abalashram Building, DV Gundappa Road, Basavanagudi, Bangalore",12.9432995,77.5688544
592,"129, D.R.Complex, DVG Road, Basavanagudi, Bangalore",12.9471947,77.5692617
593,"20, East Anjenaya Temple Street, Basavanagudi, Bangalore",12.9441618,77.5681054
594,"44/1, Bull Temple Road, Near Dodda Ganapati Temple, Basavanagudi, Bangalore",12.9429032,77.5660026
595,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore",12.9443534,77.570843
596,"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",12.925768,77.5618719
597,"14, 2nd Floor, Panchanjanya Tower, Phase III, 3rd Stage, 100 Feet Road, Banashankari, Bangalore",12.9251456,77.5486107
598,"488/1, 7th Main Road, 50 Feet Road, Hannumantha Nagar, Banashankari, Bangalore",12.9439007,77.5594318
599,"39/3C, Banashankari, Bangalore",12.9466782,77.54382
600,"715, Hari Complex, 22nd Cross KR Road, 2nd stage, Banashankari, Bangalore",12.9238899,77.5712533
601,"38/2, 1st Main, Mount Joy Extension, Hanumanthanagar, Girinagar, Banashankari, Bangalore",12.9421374,77.5498054
602,"2nd Floor, 980, 13th Cross, 2nd Stage, Banashankari, Bangalore",12.9294027,77.5609407
603,"24, 5th cross, 7th Main Road, Dwarkanagar, near Pesit College, Hosakerehalli, Bangalore, Banashankari",12.9328038,77.5344195
604,"173, 5th Main, Avalahalli Extension, Near Girinagar, Banashankari, Bangalore",12.943216,77.5421687
605,"#9, 5th Cross, 7th Main, Dwaraka Nagar, Near PESIT College, Hosakerehalli, Banashankari 3rd Stage, Bangalore",12.9344024,77.5333414
606,"14, 100 Feet Ring Road, 6th Block, 3rd Stage, Banashankari, Bangalore",12.934751,77.5345575
607,"115, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",12.9236871,77.5517927
608,"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",12.9239624,77.5643348
609,"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore",12.9240876,77.5648267
610,"520, Nagendra Block,Hanumanthnagar, 50 Feet Road, Near PES College, Bank Colony, 1st Stage, Banashankari, Bangalore",12.9417656,77.5429312
611,"6, 10th Main, Opposite Post Office, 2nd Block, SBM Colony, Banashankari, Bangalore",12.9411792,77.5557317
612,"Hotel Mangala, 10th Main, Pipeline Road, Hanumanth Nagar, Banashankari, Bangalore",12.9417767,77.5578228
613,"2/B J P Road, Girinagar I Phase, Banashankari, Bangalore",12.9402848,77.5451145
614,"8, 1st Main, Mount Joy Road, Hanumanth Nagar, 2nd Stage, Banashankari, Bangalore",12.9401757,77.5622099
615,"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore",12.9255967,77.5622483
616,"12/6, 80 Feet Road, 1st Stage, Srinivasnagar, Bank Colony, 1st Stage, Banashankari, Bangalore",12.9383671,77.5536048
